	Phylum
2392_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacterales__unclassified_67___Chthoniobacterales__unclassified_67___Chthoniobacterales__unclassified_67__	Verrucomicrobia
2393_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacterales__unclassified__Chthoniobacterales__unclassified__Chthoniobacterales__unclassified_	Verrucomicrobia
2394_Bacteria_Bacteroidetes_Bacteroidetes_unclassified_Bacteroidetes_unclassified_Bacteroidetes_unclassified_Bacteroidetes_unclassified_Bacteroidetes_unclassified_	Bacteroidetes
2395_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
2396_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
2397_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__Chthoniobacter_Chthoniobacter_unclassified_	Verrucomicrobia
2398_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
2399_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Terriglobus_Terriglobus_unclassified_	Acidobacteria
239_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_97__Methylocystaceae_unclassified_97__Methylocystaceae_unclassified_97__	Proteobacteria
23_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_69__Beijerinckiaceae_unclassified_58__Beijerinckiaceae_unclassified_58__	Proteobacteria
2400_Bacteria_Proteobacteria_Proteobacteria_unclassified_Proteobacteria_unclassified_Proteobacteria_unclassified_Proteobacteria_unclassified_Proteobacteria_unclassified_	Proteobacteria
2401_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae___Chthoniobacteraceae__unclassified__Chthoniobacteraceae__unclassified_	Verrucomicrobia
2402_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacterales__unclassified__Chthoniobacterales__unclassified__Chthoniobacterales__unclassified_	Verrucomicrobia
2403_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_67__Acidobacteriaceae_unclassified_67__	Acidobacteria
2404_Bacteria_Bacteroidetes_Bacteroidetes_unclassified_Bacteroidetes_unclassified_Bacteroidetes_unclassified_Bacteroidetes_unclassified_Bacteroidetes_unclassified_	Bacteroidetes
2405_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_67__Actinomycetales_unclassified_67__Actinomycetales_unclassified_67__	Actinobacteria
2406_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Microbacteriaceae_unclassified_Microbacteriaceae_unclassified_	Actinobacteria
2407_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Frankiaceae_67__Frankiaceae_unclassified_67__Frankiaceae_unclassified_67__	Actinobacteria
2408_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2409_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_Actinomycetales_unclassified_Actinomycetales_unclassified_	Actinobacteria
240_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Thermomonosporaceae_Thermomonosporaceae_unclassified_76__Thermomonosporaceae_unclassified_76__	Actinobacteria
2410_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2411_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Subtercola_Subtercola_unclassified_67__	Actinobacteria
2412_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2413_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2414_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Thermomonosporaceae_67__Thermomonosporaceae_unclassified_67__Thermomonosporaceae_unclassified_67__	Actinobacteria
2415_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2416_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2417_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_Actinomycetales_unclassified_Actinomycetales_unclassified_	Actinobacteria
2418_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Nakamurellaceae_Nakamurellaceae_unclassified_Nakamurellaceae_unclassified_	Actinobacteria
2419_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
241_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_96__Rhizobiales_unclassified_96__Rhizobiales_unclassified_96__	Proteobacteria
2420_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
2421_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2422_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
2423_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_67__Actinomycetales_unclassified_67__Actinomycetales_unclassified_67__	Actinobacteria
2424_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2425_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2426_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Thermomonosporaceae_67__Thermomonosporaceae_unclassified_67__Thermomonosporaceae_unclassified_67__	Actinobacteria
2427_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
2428_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillaceae_unclassified_Rhodospirillaceae_unclassified_	Proteobacteria
2429_Bacteria_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Parachlamydiaceae_unclassified_Parachlamydiaceae_unclassified_	Chlamydiae
242_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__97___Chthoniobacteraceae__unclassified_72___Chthoniobacteraceae__unclassified_72__	Verrucomicrobia
2430_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_Massilia_unclassified_	Proteobacteria
2431_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_glathei_	Proteobacteria
2432_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonadaceae_unclassified_Comamonadaceae_unclassified_	Proteobacteria
2433_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Alcaligenaceae_unclassified_Alcaligenaceae_unclassified_	Proteobacteria
2434_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2435_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2436_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
2437_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2438_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonadaceae_unclassified_Comamonadaceae_unclassified_	Proteobacteria
2439_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
243_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_95__Acidobacteriaceae_unclassified_95__	Acidobacteria
2440_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2441_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2442_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2443_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
2444_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
2445_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2446_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Frankiaceae_Frankiaceae_unclassified_Frankiaceae_unclassified_	Actinobacteria
2447_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Salinibacterium_amurskyense_	Actinobacteria
2448_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_Massilia_unclassified_	Proteobacteria
2449_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
244_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Telmatospirillum_Telmatospirillum_unclassified_	Proteobacteria
2450_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2451_Bacteria_TM7_TM7-1_TM7-1_unclassified_TM7-1_unclassified_TM7-1_unclassified_TM7-1_unclassified_	TM7
2452_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2453_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Mycobacteriaceae_Mycobacterium_Mycobacterium_unclassified_	Actinobacteria
2454_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
2455_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
2456_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
2457_Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Conexibacteraceae_Conexibacter_Conexibacter_unclassified_	Actinobacteria
2458_Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacterales_unclassified_Solirubrobacterales_unclassified_Solirubrobacterales_unclassified_	Actinobacteria
2459_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
245_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium_Methylobacterium_unclassified_	Proteobacteria
2460_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2461_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_Kineosporia_rhamnosa_	Actinobacteria
2462_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2463_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2464_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2465_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2466_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_Actinomycetales_unclassified_Actinomycetales_unclassified_	Actinobacteria
2467_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
2468_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
2469_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
246_Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Hymenobacter_Hymenobacter_unclassified_	Bacteroidetes
2470_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_andropogonis_	Proteobacteria
2471_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2472_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_67__Acetobacteraceae_unclassified_67__	Proteobacteria
2473_Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Conexibacteraceae_Conexibacter_Conexibacter_unclassified_	Actinobacteria
2474_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2475_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2476_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2477_Bacteria_Acidobacteria_Solibacteres_Solibacterales_Solibacteraceae_Candidatus_Solibacter_Candidatus_Solibacter_unclassified_	Acidobacteria
2478_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2479_Bacteria_Acidobacteria_Solibacteres_Solibacterales_Solibacteraceae_Candidatus_Solibacter_Candidatus_Solibacter_unclassified_	Acidobacteria
247_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_93__Mucilaginibacter_unclassified_93__	Bacteroidetes
2480_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_67__Acetobacteraceae_unclassified_67__	Proteobacteria
2481_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
2482_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_67__Acetobacteraceae_unclassified_67__	Proteobacteria
2483_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_67__Actinomycetales_unclassified_67__Actinomycetales_unclassified_67__	Actinobacteria
2484_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2485_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_67__Acetobacteraceae_unclassified_67__	Proteobacteria
2486_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2487_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2488_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2489_Bacteria_Acidobacteria_Solibacteres_Solibacterales_Solibacteraceae_Candidatus_Solibacter_Candidatus_Solibacter_unclassified_	Acidobacteria
248_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_wittichii_	Proteobacteria
2490_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
2491_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacteraceae_unclassified_67__Caulobacteraceae_unclassified_67__	Proteobacteria
2492_Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_Isosphaeraceae_unclassified_Isosphaeraceae_unclassified_	Planctomycetes
2493_Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_Isosphaeraceae_unclassified_Isosphaeraceae_unclassified_	Planctomycetes
2494_Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_Isosphaeraceae_unclassified_Isosphaeraceae_unclassified_	Planctomycetes
2495_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2496_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacteraceae_unclassified_67__Caulobacteraceae_unclassified_67__	Proteobacteria
2497_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacteraceae_unclassified_67__Caulobacteraceae_unclassified_67__	Proteobacteria
2498_Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriophycideae_unclassified_Oscillatoriophycideae_unclassified_Oscillatoriophycideae_unclassified_Oscillatoriophycideae_unclassified_	Cyanobacteria
2499_Bacteria_Acidobacteria_DA052_Ellin6513_Ellin6513_unclassified_Ellin6513_unclassified_Ellin6513_unclassified_	Acidobacteria
249_Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_Isosphaeraceae_unclassified_Isosphaeraceae_unclassified_	Planctomycetes
24_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
2500_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2501_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2502_Bacteria_Others_Others_FAC88_FAC88_unclassified_FAC88_unclassified_FAC88_unclassified_	Others
2503_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Beijerinckiaceae_unclassified_Beijerinckiaceae_unclassified_	Proteobacteria
2504_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2505_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Beijerinckiaceae_unclassified_Beijerinckiaceae_unclassified_	Proteobacteria
2506_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2507_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2508_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Beijerinckiaceae_unclassified_Beijerinckiaceae_unclassified_	Proteobacteria
2509_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_67__Rhizobiales_unclassified_67__Rhizobiales_unclassified_67__	Proteobacteria
250_Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacterales_unclassified_Solirubrobacterales_unclassified_Solirubrobacterales_unclassified_	Actinobacteria
2510_Bacteria_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacteraceae_unclassified_Ktedonobacteraceae_unclassified_	Chloroflexi
2511_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2512_Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_Isosphaeraceae_unclassified_Isosphaeraceae_unclassified_	Planctomycetes
2513_Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_Isosphaeraceae_unclassified_Isosphaeraceae_unclassified_	Planctomycetes
2514_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2515_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_67__Methylocystaceae_unclassified_67__Methylocystaceae_unclassified_67__	Proteobacteria
2516_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_Mucilaginibacter_unclassified_	Bacteroidetes
2517_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
2518_Bacteria_Proteobacteria_Deltaproteobacteria_MIZ46_MIZ46_unclassified_MIZ46_unclassified_MIZ46_unclassified_	Proteobacteria
2519_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_67__Rhizobiales_unclassified_67__Rhizobiales_unclassified_67__	Proteobacteria
251_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
2520_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_67__Beijerinckiaceae_unclassified_67__Beijerinckiaceae_unclassified_67__	Proteobacteria
2521_Bacteria_Proteobacteria_Deltaproteobacteria_MIZ46_MIZ46_unclassified_MIZ46_unclassified_MIZ46_unclassified_	Proteobacteria
2522_Bacteria_Planctomycetes_Phycisphaerae_WD2101_WD2101_unclassified_WD2101_unclassified_WD2101_unclassified_	Planctomycetes
2523_Bacteria_Planctomycetes_Phycisphaerae_WD2101_WD2101_unclassified_WD2101_unclassified_WD2101_unclassified_	Planctomycetes
2524_Bacteria_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacteraceae_unclassified_Ktedonobacteraceae_unclassified_	Chloroflexi
2525_Bacteria_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacteraceae_unclassified_Ktedonobacteraceae_unclassified_	Chloroflexi
2526_Bacteria_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacteraceae_unclassified_Ktedonobacteraceae_unclassified_	Chloroflexi
2527_Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellales_unclassified_Legionellales_unclassified_Legionellales_unclassified_	Proteobacteria
2528_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonadaceae_unclassified_67__Sphingomonadaceae_unclassified_67__	Proteobacteria
2529_Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Legionellaceae_unclassified_Legionellaceae_unclassified_	Proteobacteria
252_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacteraceae_unclassified_Caulobacteraceae_unclassified_	Proteobacteria
2530_Bacteria_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_	Bacteria_unclassified
2531_Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Legionella_Legionella_unclassified_	Proteobacteria
2532_Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_unclassified_Gammaproteobacteria_unclassified_Gammaproteobacteria_unclassified_	Proteobacteria
2533_Bacteria_Proteobacteria_Alphaproteobacteria_Ellin329_Ellin329_unclassified_Ellin329_unclassified_Ellin329_unclassified_	Proteobacteria
2534_Bacteria_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_	Bacteria_unclassified
2535_Bacteria_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_	Bacteria_unclassified
2536_Bacteria_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_Bacteria_unclassified_	Bacteria_unclassified
