OTU	Size	Taxonomy
Otu10949	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonadaceae_unclassified;Sphingomonadaceae_unclassified;
Otu10950	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium_unclassified;
Otu10951	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas_unclassified;
Otu10952	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadales_unclassified;Sphingomonadales_unclassified;Sphingomonadales_unclassified;
Otu10953	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;echinoides;
Otu10954	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonadaceae_unclassified;Sphingomonadaceae_unclassified;
Otu10955	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas_unclassified;
Otu10956	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;asaccharolytica;
Otu10957	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium_unclassified;
Otu10958	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10959	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10960	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10961	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10962	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10963	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10964	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10965	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonadaceae_unclassified;Sphingomonadaceae_unclassified;
Otu10966	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10967	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10968	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;asaccharolytica;
Otu10969	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10970	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas_unclassified;
Otu10971	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10972	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_unclassified;
Otu10973	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;staleyi;
Otu10974	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10975	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10976	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10977	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10978	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10979	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10980	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium_unclassified;
Otu10981	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10982	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10983	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10984	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10985	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10986	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10987	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10988	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10989	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10990	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10991	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10992	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10993	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu10994	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu10995	1	Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;SC-I-84_unclassified;SC-I-84_unclassified;SC-I-84_unclassified;
Otu10996	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;staleyi;
Otu10997	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;mali;
Otu10998	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium_unclassified;
Otu10999	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas_unclassified;
Otu11000	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium_unclassified;
Otu11001	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium_unclassified;
Otu11002	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonadaceae_unclassified;Sphingomonadaceae_unclassified;
Otu11003	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11004	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11005	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11006	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11007	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11008	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium_unclassified;
Otu11009	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11010	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadales_unclassified;Sphingomonadales_unclassified;Sphingomonadales_unclassified;
Otu11011	1	Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;SC-I-84_unclassified;SC-I-84_unclassified;SC-I-84_unclassified;
Otu11012	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11013	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11014	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11015	1	Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;SC-I-84_unclassified;SC-I-84_unclassified;SC-I-84_unclassified;
Otu11016	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11017	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11018	1	Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;SC-I-84_unclassified;SC-I-84_unclassified;SC-I-84_unclassified;
Otu11019	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11020	1	Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;SC-I-84_unclassified;SC-I-84_unclassified;SC-I-84_unclassified;
Otu11021	1	Bacteria;Verrucomicrobia;Opitutae;HA64;HA64_unclassified;HA64_unclassified;HA64_unclassified;
Otu11022	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11023	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Arthrospira;fusiformis;
Otu11024	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11025	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11026	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11027	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11028	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11029	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11030	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11031	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11032	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadales_unclassified;Sphingomonadales_unclassified;Sphingomonadales_unclassified;
Otu11033	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11034	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11035	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11036	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11037	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11038	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11039	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11040	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11041	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11042	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11043	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11044	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas_unclassified;
Otu11045	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11046	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium_unclassified;
Otu11047	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11048	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11049	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11050	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu11051	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11052	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11053	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11054	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11055	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11056	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11057	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11058	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11059	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11060	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11061	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_unclassified;
Otu11062	1	Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;Ellin329_unclassified;Ellin329_unclassified;Ellin329_unclassified;
Otu11063	1	Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;Ellin329_unclassified;Ellin329_unclassified;Ellin329_unclassified;
Otu11064	1	Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;Ellin329_unclassified;Ellin329_unclassified;Ellin329_unclassified;
Otu11065	1	Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;Ellin329_unclassified;Ellin329_unclassified;Ellin329_unclassified;
Otu11066	1	Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;Ellin329_unclassified;Ellin329_unclassified;Ellin329_unclassified;
Otu11067	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11068	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11069	1	Bacteria;Proteobacteria;Alphaproteobacteria;Ellin329;Ellin329_unclassified;Ellin329_unclassified;Ellin329_unclassified;
Otu11070	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu11071	1	Bacteria;Proteobacteria;Alphaproteobacteria;BD7-3;BD7-3_unclassified;BD7-3_unclassified;BD7-3_unclassified;
Otu11072	1	Bacteria;Proteobacteria;Alphaproteobacteria;BD7-3;BD7-3_unclassified;BD7-3_unclassified;BD7-3_unclassified;
Otu11073	1	Bacteria;Proteobacteria;Alphaproteobacteria;BD7-3;BD7-3_unclassified;BD7-3_unclassified;BD7-3_unclassified;
Otu11074	1	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
